course_link,price,title,subject,level,institution,length,prerequisites,short_description,effort
Learn why smart grids are key to modernizing our current electrical system to optimize the conservation and delivery of power.,Missing,4 weeks,FREE,Smart Grids: Electricity for the Future,Engineering,8 hours total,https://www.edx.org/course/smart-grids-electricity-future-ieeex-smartgrid-x-0,Introductory,IEEEx
Pragmatic randomized controlled trials reliably work out which of several healthcare interventions works best under real-world conditions.,,4 weeks,FREE,Pragmatic Randomized Controlled Trials in Health Care,Biology & Life Sciences,~6 hours/week,https://www.edx.org/course/pragmatic-randomized-controlled-trials-kix-kipractihx-1,Intermediate,KIx
"What is the danger of terrorism, and how can the world respond effectively?",None,7 sections,FREE,Terrorism and Counterterrorism,Law,8-10 hours per section,https://www.edx.org/course/terrorism-counterterrorism-georgetownx-guix-501-03x,Introductory,GeorgetownX
"What is the danger of terrorism, and how can the world respond effectively? This abridged version of the GeorgetownX Terrorism and Counterterrorism course offers students core content on the study of terrorism, along with key sections that are relevant to todayâ€™s terrorism scholarship.",None,3 sections,FREE,Terrorism and Counterterrorism: An Introduction,Law,8-10 hours per section,https://www.edx.org/course/terrorism-counterterrorism-introduction-georgetownx-guix-501-04x,Introductory,GeorgetownX
Explore existential themes in your personal and professional life. Develop strengths and counseling skills to improve your well-being and the well-being of others.,,9-12 weeks,FREE,Existential Well-being Counseling: A Person-centered Experiential Approach,Humanities,6-8 hours per week,https://www.edx.org/course/existential-well-being-counseling-person-kuleuvenx-ewbcx,Introductory,KULeuvenX
"Learn key genomics concepts and how they influence health and health care. Physicians, Physician Assistants and Nurse Practitioners can earn 2 AMA PRA Category 1 Creditsâ„¢",,1 week,Missing,Medical Genomics 101,Medicine,2 hours,https://www.edx.org/course/medical-genomics-101-davidsonx-medgen101x,Intermediate,DavidsonX
"Learn how the social, political, economic and institutional factors affect international business environments and global strategies.",None,3 Weeks,FREE,International Business Environment and Global Strategy,Business & Management,5-6 hours per week,https://www.edx.org/course/international-business-environment-iimbx-im110x-0,Introductory,IIMBx
Understand flight at speeds greater than Mach 5 and discover how to analyse the performance of a scramjet.,,Missing,FREE,Hypersonics â€“ from Shock Waves to Scramjets,Engineering,45 hours,https://www.edx.org/course/hypersonics-shock-waves-scramjets-uqx-hypers301x-2,Advanced,UQx
Learn about the history and research methods of psychology.,None,3 weeks,FREE,APÂ® Psychology - Course 1: What is Psychology?,Science,8-12 hours per week,https://www.edx.org/course/apr-psychology-course-1-what-psychology-ubcx-psyc-1x,Introductory,UBCx
Strengthen your critical thinking skills in this inquiry-based Pre-calculus course.,A mastery of mathematics up through the Algebra II or College Algebra level. ,15 weeks,FREE,Discovery Precalculus: A Creative and Connected Approach,Math,10 hours per week,https://www.edx.org/course/discovery-precalculus-creative-connected-utaustinx-ut-prec-10-03x,Introductory,UTAustinX
Learn about biomedical engineering from top names in the field and how to plot your own educational and career path.,"Secondary school (high school) math, science and reasoning",4 weeks,FREE,So You Want to Become a Biomedical Engineer,Engineering,2 hours per week,https://www.edx.org/course/so-you-want-become-biomedical-engineer-ieeex-biomed01x-0,Introductory,IEEEx
A focused view into the theory behind modern discrete-time signal processing systems and applications.,"6.341x assumes a strong background in the basics of signals and systems and some more advanced exposure to that basic material through an advanced undergraduate subject and/or industrial or research experience. 
 ",Missing,FREE,Discrete-Time Signal Processing,Computer Science,8 hours per week,https://www.edx.org/course/discrete-time-signal-processing-mitx-6-341x-1,Advanced,MITx
Learn inquiry-based classroom practices to engage students in education through exploration.,None,5 Weeks,FREE,Classroom Strategies for Inquiry-Based Learning,Education & Teacher Training,1 hour/week,https://www.edx.org/course/classroom-strategies-inquiry-based-utaustinx-ut-iitl-11-02x,Introductory,UTAustinX
"Master the most difficult topics in your APÂ® Calculus AB & Calculus BC courses.
 ",Foundational/prerequisite knowledge in Calculus AB and/or BC before attempting these units.  ,14 weeks,FREE,APÂ® Calculus: Challenging Concepts from Calculus AB & Calculus BC,Math,3-4 hours per week,https://www.edx.org/course/apr-calculus-challenging-concepts-davidson-next-calapccx-0,Introductory,Davidson Next
Master the most difficult topics in your APÂ® Physics 2 course with help from experienced APÂ® Physics teachers.,,9 weeks,FREE,APÂ® Physics 2: Challenging Concepts,Physics,3-4 hours per unit (recommended pace: 1 unit per week),https://www.edx.org/course/apr-physics-2-challenging-concepts-davidson-next-phy2apccx,Introductory,Davidson Next
Master the most difficult topics in your APÂ® Physics 1 course with help from experienced APÂ® Physics teachers.,,8 weeks,FREE,APÂ® Physics 1: Challenging Concepts,Physics,3-4 hours per unit (recommended pace: 1 unit per week),https://www.edx.org/course/apr-physics-1-challenging-concepts-davidson-next-phy1apccx,Introductory,Davidson Next
"A valuable introduction to the pedagogy of healthcare simulation, how itâ€™s used and the value it provides learners and patients.",None,1 week,FREE,Introduction to Simulation Education in Healthcare,Education & Teacher Training,4-5 hours per week,https://www.edx.org/course/introduction-simulation-education-utennesseex-iseh2016x,Introductory,UTennesseeX
CLEP Chemistry MOOC,,8 modules,FREE,Preparing for CLEP Chemistry: Part 1,Chemistry,8-12 hours per module of material,https://www.edx.org/course/preparing-clep-chemistry-part-1-cooper-union-chem1-x,Introductory,Cooper Union
CLEP Chemistry MOOC,,8 Modules,FREE,Preparing for CLEP Chemistry: Part 2,Chemistry,8-12 hours per module of material,https://www.edx.org/course/preparing-clep-chemistry-part-2-cooper-union-chem-2x,Introductory,Cooper Union
"Learn the essentials of Windows 10 Universal Windows Platform app development, including how to design and develop a responsive user interface.",,4 weeks,FREE,Developing Windows 10 Universal Apps - Part 1,Computer Science,10-12 hours per week,https://www.edx.org/course/developing-windows-10-universal-apps-microsoft-dev209-1x-1,Intermediate,Microsoft
Learn how to develop Windows 10 Universal Windows Platform apps and implement the MVVM pattern to presents an adaptive UI for Windows 10 devices.,,4 weeks,FREE,Developing Windows 10 Universal Apps - Part 2,Computer Science,10-12 hours per week,https://www.edx.org/course/developing-windows-10-universal-apps-microsoft-dev209-2x-1,Intermediate,Microsoft
"Learn to develop a Windows 10 Universal Windows Platform app that truly comes to life with features like cloud service integration, background tasks, and geo-fencing. This course is part three of a three-part programming series.",,4 weeks,FREE,Developing Windows 10 Universal Apps - Part 3,Computer Science,10-12 hours per week,https://www.edx.org/course/developing-windows-10-universal-apps-microsoft-dev209-3x-1,Intermediate,Microsoft
Explore the universe through physics from the smallest micro particle to the vastness of galaxies.,Missing,4 weeks,FREE,From Atoms to Stars: How Physics Explains Our World,Physics,2-3 hours per week,https://www.edx.org/course/atoms-stars-how-physics-explains-world-mephix-mephi003x,Intermediate,MEPhIx
"Learn the best models, methods and practices for effective lifecycle management for large-scale software.",Missing,Missing,FREE,Enterprise Software Lifecycle Management,Computer Science,Missing,https://www.edx.org/course/enterprise-software-lifecycle-management-mephix-mephi001x,Introductory,MEPhIx
"A fun, fast-paced introduction to solving interesting problems with computer science through Python programming. ",Secondary school (high school) algebra,14 weeks,FREE,CS For All: Introduction to Computer Science and Python Programming,Computer Science,5-7 hours per week,https://www.edx.org/course/cs-all-introduction-computer-science-harveymuddx-cs005x-0,Introductory,HarveyMuddX
"This course will introduce students to the major concepts and tools for collecting, analyzing and drawing conclusions from data.",Second-year course in algebra and mathematical maturity and quantitative reasoning ability.,35 weeks,FREE,Preparing for the AP* Statistics Exam,Math,10-15 hours per week,https://www.edx.org/course/preparing-ap-statistics-exam-tennessee-board-regents-statx-0,Introductory,Tennessee Board of Regents
This course focuses on the development and revision of evidence-based analytic and argumentative writing and the rhetorical analysis of nonfiction texts.,,35 weeks,FREE,Preparing for the AP* English Language and Composition Exam,Humanities,10-15 hours per week,https://www.edx.org/course/preparing-ap-english-language-tennessee-board-regents-engcompx-0,Introductory,Tennessee Board of Regents
"Learn everything you need to know to develop a retail application using MongoDB, Node.js and the MEAN Stack.",,Missing,FREE,Introduction to MongoDB using the MEAN Stack,Computer Science,"5 sections, 1 - 2 hours per section",https://www.edx.org/course/introduction-mongodb-using-mean-stack-mongodbx-m101x-0,Advanced,MongoDBx
Missing,None.,Missing,FREE,Missing,Computer Science,6 hours per week,https://www.edx.org/course/programming-scratch-harveymuddx-cs002x-1,Introductory,HarveyMuddX
Learn how to plan and implement enterprise content management practices leveraging Microsoft SharePoint.,"SharePoint Administration, familiarity with Central Administration",Missing,FREE,Microsoft SharePoint Enterprise Content Management,Computer Science,3-5 hours per module,https://www.edx.org/course/microsoft-sharepoint-enterprise-content-microsoft-cld214x,Intermediate,Microsoft
Connect your personal biography to global history as you develop your sociological imagination.,None,4 weeks,FREE,Global Sociology,Social Sciences,2-3 hours per week,https://www.edx.org/course/global-sociology-wellesleyx-soc101x,Introductory,WellesleyX
"Explore how class, gender, and racial inequalities shape our personal and social worlds.",None,4 weeks,FREE,Global Inequality,Social Sciences,2-3 hours per week,https://www.edx.org/course/global-inequality-wellesleyx-soc102x,Introductory,WellesleyX
"Learn how everyday people in China, Bangladesh, Mexico, and the U.S. transform the world around them and advocate for social change.","None; SOC 101 highly recommended, SOC 102 recommended.",4 weeks,FREE,Global Social Change,Social Sciences,2-3 hours per week,https://www.edx.org/course/global-social-change-wellesleyx-soc103x,Introductory,WellesleyX
"Part 10 covers the period from Deng Xiaoping to the present. It will explore five main themes utilizing the case method to better understand China today; it will end with the exploration of the question ""Can China Lead?""",None,9 weeks,FREE,"China (Part 10): Greater China Today: The People's Republic, Taiwan, and Hong Kong",History,1.5 - 3.5 hours/week,https://www.edx.org/course/china-part-10-greater-china-today-harvardx-sw12-10x-1,Introductory,HarvardX
"An overview of China, historically, geographically, and culturally, starting with the origins and legitimation of China, followed by an exploration of the integral thinkers of the early period.",None,6 weeks,FREE,China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,History,1.5 - 3.5 hours/week,https://www.edx.org/course/china-part-1-political-intellectual-harvardx-sw12-1-0,Introductory,HarvardX
